name,description,category,url,scraped_at
Woyanay Tigray Media,Woyanaytigraymedia,api-management,https://github.com/marketplace/woyanay-tigray-media,2025-10-22T05:41:07.286494
Rewind Backups for GitHub,"Automated GitHub backups so you can recover fast, stay compliant, and never lose a line of code",backup-utilities,https://github.com/marketplace/backhub,2025-10-22T05:41:09.658341
GitProtect Backup and Recovery,"World's most tech-savvy GitHub backup, recovery, restore, migration & config management trusted by Fortune 500",backup-utilities,https://github.com/marketplace/gitprotect-io,2025-10-22T05:41:09.836467
Cloudback: GitHub Backup & Restore,"Backup repositories, metadata and LFS into AWS, Azure, OneDrive, GCP. SOC2 Type II compliant. Pay per repositories, not seats",backup-utilities,https://github.com/marketplace/cloudback,2025-10-22T05:41:10.013582
Backup Github (Backrightup),Automatic backups & restores of repos/metadata. Multiple storage/regions including Azure/AWS or your own. Free plan available,backup-utilities,https://github.com/marketplace/backup-github-backrightup,2025-10-22T05:41:10.185685
BackupLABS (GitHub Backup & Restore),"Backup/Restore: Repos & Gists (automated, on-demand & downloadable). Includes comprehensive metadata & simple pricing",backup-utilities,https://github.com/marketplace/backuplabs,2025-10-22T05:41:10.347032
SimpleBackups for GitHub,"User-friendly, secure backup solution for GitHub repositories, gists, projects, with easy restoration",backup-utilities,https://github.com/marketplace/simplebackups-for-github,2025-10-22T05:41:10.479868
ProBackup for GitHub,Back up your Github repositories before it is too late. Recover & restore lost repositories with just a few clicks,backup-utilities,https://github.com/marketplace/probackup-for-github,2025-10-22T05:41:10.661283
SadaivCI,Sadaiv provides easy backups for Github repositories on web3 infrastructure for free and builds your on-chain developer id,backup-utilities,https://github.com/marketplace/sadaivci,2025-10-22T05:41:10.820758
Back Git Up,Protect your code from malicious actors and accidental deletion,backup-utilities,https://github.com/marketplace/back-git-up-backups-for-github,2025-10-22T05:41:10.989541
Yield Tech Hub,"Effortlessly upload, store, and manage your digital media, ensuring your content is always accessible and protected",backup-utilities,https://github.com/marketplace/yield-tech-hub,2025-10-22T05:41:11.348924
Product Env,Platform allowing users to save their secrets online,backup-utilities,https://github.com/marketplace/product-env,2025-10-22T05:41:11.522411
GitPal.io,Safe and Secure way to create a Git backup script,backup-utilities,https://github.com/marketplace/gitpal-io,2025-10-22T05:41:11.697586
Slack + GitHub,Connect your code without leaving Slack,chat,https://github.com/marketplace/slack-github,2025-10-22T05:41:13.697366
giscus,A commenting system powered by GitHub Discussions,chat,https://github.com/marketplace/giscus,2025-10-22T05:41:13.858864
Microsoft Teams for GitHub,Connect your code without leaving Microsoft Teams,chat,https://github.com/marketplace/microsoft-teams-for-github,2025-10-22T05:41:13.941334
GitLive,Accelerate your development team with preemptive merge conflict detection,chat,https://github.com/marketplace/teamhub,2025-10-22T05:41:14.242426
Swarmia,"Measure and improve developer productivity — integrations with Jira, Linear, and Slack",chat,https://github.com/marketplace/swarmia,2025-10-22T05:41:14.706748
Axolo for Slack,Slack Collaboration app for Pull Requests. Reduce pick-up time & organize daily standups around open PRs,chat,https://github.com/marketplace/axolo-for-slack,2025-10-22T05:41:15.218408
wxwork github webhook,Github企业微信群机器人,chat,https://github.com/marketplace/wxwork-github-webhook,2025-10-22T05:41:16.025076
PullFlow,"AI-enhanced code review collaboration across GitHub, Slack & VS Code",chat,https://github.com/marketplace/pullflow,2025-10-22T05:41:16.200439
Pullpo for Slack,PR collaboration | DORA metrics | DevEx Surveys,chat,https://github.com/marketplace/pullpo-for-slack,2025-10-22T05:41:16.517089
AskGit.io,Allows you you to chat with your software project via Slack,chat,https://github.com/marketplace/askgit-io,2025-10-22T05:41:16.660380
Gitbot for Slack,Two-way sync between Slack and GitHub,chat,https://github.com/marketplace/gitbot-for-slack,2025-10-22T05:41:18.221172
BeMU Chat,Google Firebase based Chat App,chat,https://github.com/marketplace/bemu-chat,2025-10-22T05:41:18.394211
KeksChat,Your App to show your Github profile in your KeksChat profile,chat,https://github.com/marketplace/kekschat,2025-10-22T05:41:18.675577
Pumble + GitHub,"Connect your code to your conversations, stay updated on projects, and move more work forward, all without leaving Pumble",chat,https://github.com/marketplace/pumble-github,2025-10-22T05:41:18.840178
PR Chat,Monitor and discuss your Pull Requests right within Slack,chat,https://github.com/marketplace/pr-chat,2025-10-22T05:41:19.126356
Swit Team collaboration,Team collaboration,chat,https://github.com/marketplace/swit-team-collaboration,2025-10-22T05:41:19.415776
Unicorn Train,Employee-driven rewards and recognition that seamlessly integrates everywhere your team gets work done,chat,https://github.com/marketplace/unicorn-train,2025-10-22T05:41:19.551684
MyRepoBot,"Connect Github to Telegram, configure notifications, and keep up with your updates",chat,https://github.com/marketplace/myrepobot,2025-10-22T05:41:19.680611
Pull Requests Robot,ChatOps over Github pull requests and issues using slash commands,chat,https://github.com/marketplace/mergebot-pr,2025-10-22T05:41:19.811636
Ally,Never miss team health updates and progress,chat,https://github.com/marketplace/ally,2025-10-22T05:41:19.961271
GitHall App,Share Issues and Discussions from private repos without exposing your code,chat,https://github.com/marketplace/githall-app,2025-10-22T05:41:20.133527
ClearFeed,Streamline Slack Conversations & Issue Tracking,chat,https://github.com/marketplace/clearfeed,2025-10-22T05:41:20.267357
Jitbit HelpDesk,Helpdesk ticketing system,chat,https://github.com/marketplace/jitbit-helpdesk,2025-10-22T05:41:20.411554
whoowns,"answer the question, who owns what? in slack. It auto-syncs CODEOWNERS for each repo and more",chat,https://github.com/marketplace/whoowns,2025-10-22T05:41:20.672256
Devoro for Slack,"Cut your code review time in half. Collaborate better on PRs with your team—deliver higher quality code, faster",chat,https://github.com/marketplace/devoro-for-slack,2025-10-22T05:41:20.828692
LiveTechHelper,Monetizes OSS contributions by allowing you to provide paid 1-to-1 support for any repo you contribute to in 3 clicks,chat,https://github.com/marketplace/livetechhelper-lth,2025-10-22T05:41:22.591688
MIKHMON V3,"Mikhmon is a web-based application to make it easier to manage MikroTik hotspots, without using a radius server",chat,https://github.com/marketplace/dailylepedia,2025-10-22T05:41:23.332688
Xeno App,"Xeno is an online tool designed to help attract, convert, and keep customers through the power of live response",chat,https://github.com/marketplace/xeno-app,2025-10-22T05:41:23.500928
prisma-blog-comments,Chat app for the prisma blog,chat,https://github.com/marketplace/prisma-blog-comments,2025-10-22T05:41:23.670495
SonarQube Cloud,"Empowering developers to detect Security Vulnerabilities, Bugs, and Code Smells in pull requests and repositories",code-quality,https://github.com/marketplace/sonarcloud,2025-10-22T05:41:26.090364
Codecov | Code Coverage,Automatic test report merging for all CI and languages into a single code coverage report directly into your pull request,code-quality,https://github.com/marketplace/codecov,2025-10-22T05:41:26.275603
Codacy,Codacy helps to build effortless code quality and security for developers,code-quality,https://github.com/marketplace/codacy,2025-10-22T05:41:26.454465
Qlty Cloud,Code quality and coverage done right,code-quality,https://github.com/marketplace/code-climate,2025-10-22T05:41:26.631399
Imgbot,A GitHub app that optimizes your images,code-quality,https://github.com/marketplace/imgbot,2025-10-22T05:41:26.740227
DeepSource,The Code Health platform - Everything you need to build maintainable and secure software,code-quality,https://github.com/marketplace/deepsource-io,2025-10-22T05:41:26.821310
Sourcery,AI code reviews and security scanning,code-quality,https://github.com/marketplace/sourcery-ai,2025-10-22T05:41:26.996059
Aikido Security,Prevent security issues before they become threats,code-quality,https://github.com/marketplace/aikido-security,2025-10-22T05:41:27.176288
CodeScene,A software engineering intelligence tool tool to identify and prioritize technical debt and evaluate your efficiency,code-quality,https://github.com/marketplace/codescene,2025-10-22T05:41:27.353456
Semgrep,Code scanning at ludicrous speed. Find bugs and reachable dependency vulnerabilities. Enforce standards on every commit,code-quality,https://github.com/marketplace/semgrep-dev,2025-10-22T05:41:27.537436
Coveralls,"Ensure that new code is fully covered, and see coverage trends emerge. Works with any CI service",code-quality,https://github.com/marketplace/coveralls,2025-10-22T05:41:27.717142
CodeFactor,Automated code review for GitHub,code-quality,https://github.com/marketplace/codefactor,2025-10-22T05:41:27.836243
DeepScan,"Advanced static analysis for automatically finding runtime errors in JavaScript, TypeScript, React, and Vue code",code-quality,https://github.com/marketplace/deepscan,2025-10-22T05:41:27.943518
pre-commit ci,a continuous integration service for the pre-commit framework,code-quality,https://github.com/marketplace/pre-commit-ci,2025-10-22T05:41:28.126023
Infracost,See cloud cost estimates and FinOps best practices for Terraform in pull requests,code-quality,https://github.com/marketplace/infracost,2025-10-22T05:41:28.307909
Code Review Doctor,Catch more Python and Django bugs during code review,code-quality,https://github.com/marketplace/django-doctor,2025-10-22T05:41:28.487362
CR.GPT,Code review robot powered by ChatGPT,code-quality,https://github.com/marketplace/cr-gpt,2025-10-22T05:41:28.808650
Datree,YAML configs and K8s manifests validation tool,code-quality,https://github.com/marketplace/datree,2025-10-22T05:41:29.027569
Unibeautify CI,Automated universal code formatter,code-quality,https://github.com/marketplace/unibeautify-ci,2025-10-22T05:41:30.631788
Argos Visual Testing,Eliminate visual bugs & regressions,code-quality,https://github.com/marketplace/argos-ci,2025-10-22T05:41:30.816498
Pull Request Size,Apply size labels to Pull Requests based on the total lines of code changed,code-quality,https://github.com/marketplace/pull-request-size,2025-10-22T05:41:30.935071
PEP 8 Speaks,A GitHub app to automatically review Python code style over Pull Requests,code-quality,https://github.com/marketplace/pep-8-speaks,2025-10-22T05:41:31.098194
Swimm Documentation,Keep code docs up to date with every PR,code-quality,https://github.com/marketplace/swimm-io,2025-10-22T05:41:31.328902
Arnica Pipelineless Application Security,"Protect your source code and products. Actively mitigate secrets, SCA, licenses, IaC, SAST and low package reputation risks",code-quality,https://github.com/marketplace/arnica-software-supply-chain-security,2025-10-22T05:41:31.512482
GraphQL Inspector,"Validate schemas, get schema change notifications, validate operations and fragments, find breaking changes",code-quality,https://github.com/marketplace/graphql-inspector,2025-10-22T05:41:31.589879
CommitCheck,CommitCheck ensures your commit messages are consistent and contain all required information,code-quality,https://github.com/marketplace/commitcheck,2025-10-22T05:41:31.698031
autofix.ci,Automatically fix pull requests to increase developer productivity,code-quality,https://github.com/marketplace/autofix-ci,2025-10-22T05:41:31.750126
CodSpeed - Continuous Performance Analysis,Measure your performance continuously,code-quality,https://github.com/marketplace/codspeed-continuous-performance-analysis,2025-10-22T05:41:31.802835
CodeLingo,Share links to snippets that open directly in VS Code,code-quality,https://github.com/marketplace/codelingo,2025-10-22T05:41:31.858664
Commit Message Lint,Enforces convention of commit messages and pull request title,code-quality,https://github.com/marketplace/commit-message-lint,2025-10-22T05:41:31.912197
axe Linter,"Powered by Deque Systems, helps you automatically find and fix accessibility issues",code-quality,https://github.com/marketplace/axe-linter,2025-10-22T05:41:31.965426
pre-commit ci lite,an add-on to github actions which allows safely pushing changes back to pull requests,code-quality,https://github.com/marketplace/pre-commit-ci-lite,2025-10-22T05:41:32.018051
Shiftleft (Legacy),The AI-powered AppSec platform,code-quality,https://github.com/marketplace/shiftleft-ng-sast,2025-10-22T05:41:32.068875
abaplint,ABAP quality assurance and static analysis,code-quality,https://github.com/marketplace/abaplint,2025-10-22T05:41:32.149767
SemanticDiff.com,"Language aware diff that hides irrelevant changes, detects moved code, and highlights refactorings",code-quality,https://github.com/marketplace/semanticdiff-com,2025-10-22T05:41:32.331029
Check TODO,Checks for any added or modified TODO items in a Pull Request,code-quality,https://github.com/marketplace/check-todo,2025-10-22T05:41:32.509330
Codeac.io,We help developers write clean code,code-quality,https://github.com/marketplace/codeac-io,2025-10-22T05:41:32.687028
GitDailies,"PR & DORA metrics, amazing alerts, daily activity summaries",code-quality,https://github.com/marketplace/gitdailies,2025-10-22T05:41:34.094129
Trakr,Cloud-based visual testing platform for website and web-apps,code-quality,https://github.com/marketplace/trakr,2025-10-22T05:41:34.270699
Trend Micro Cloud One,Complete visibility and control of your applications' security at every stage of their lifecycle,code-quality,https://github.com/marketplace/trend-micro-cloud-one,2025-10-22T05:41:34.629333
CodeThreat Cloud,"CodeThreat statically tests your code and helps you locate, prioritize and mitigate security weaknesses",code-quality,https://github.com/marketplace/codethreat-cloud,2025-10-22T05:41:34.810782
AnyLint,Code linting on all your commits without any configuration needed,code-quality,https://github.com/marketplace/anylint,2025-10-22T05:41:34.956803
GitInsights,Pull Request metrics for engineering teams,code-quality,https://github.com/marketplace/gitinsights-io,2025-10-22T05:41:35.099851
Size Plugin,A Github bot for size-plugin,code-quality,https://github.com/marketplace/size-plugin,2025-10-22T05:41:35.157155
SourceSpy,Automatically creates documentation for your project,code-quality,https://github.com/marketplace/sourcespy,2025-10-22T05:41:35.615190
TestQuality - Unified Test Management for GitHub,Test Plan Driven QA Test Management for GitHub,code-quality,https://github.com/marketplace/testquality,2025-10-22T05:41:35.798858
NShiftKey,NShiftKey is an Github-based DevSecOps support system developed by Naver Security,code-quality,https://github.com/marketplace/nshiftkey,2025-10-22T05:41:35.972912
Scope for GitHub,Scope turns tests into the insights you need to ship higher quality software more frequently,code-quality,https://github.com/marketplace/scope-for-github,2025-10-22T05:41:36.147233
Stacked Pull Requests,Ensure bite sized Code Reviews with Stacked Pull Requests,code-quality,https://github.com/marketplace/stacked-pull-requests,2025-10-22T05:41:36.294372
Cyclopt Source Code Analyzer,Your everyday quality assistant that performs automated code reviews on each commit,code-quality,https://github.com/marketplace/maintainability-pal,2025-10-22T05:41:36.459846
Codesherlock.ai,AI powered Git pull request review and code editor analysis platform,code-quality,https://github.com/marketplace/codesherlock-ai,2025-10-22T05:41:36.637768
Commentor,Get the most out of your code reviews. Commentor gathers your code review comments and allow you to analyze them,code-quality,https://github.com/marketplace/commentor,2025-10-22T05:41:36.805503
Hiphops.io,"Automatic pull request review, analysis, labelling. Understands if pull requests are fix, maintenance, or enhancement",code-quality,https://github.com/marketplace/hiphops-io,2025-10-22T05:41:36.978641
tipit bot,tipit bot for Github. Tip people and reward developers with bounty pools,code-quality,https://github.com/marketplace/tipit-bot,2025-10-22T05:41:37.086781
Guide Bot,Bot asks people to fill in details for issues and pull requests,code-quality,https://github.com/marketplace/guide-bot,2025-10-22T05:41:38.827918
DevReplay,Replay your code development by your own rules,code-quality,https://github.com/marketplace/dev-replay,2025-10-22T05:41:38.935449
ApproveMan,Automatic pull request approval for changes in safe locations,code-quality,https://github.com/marketplace/approveman,2025-10-22T05:41:39.066943
Caribou | Migration Metrics,Use data driven metrics to fight technical debt,code-quality,https://github.com/marketplace/caribou-migration-metrics,2025-10-22T05:41:39.217312
DiffLens,"Create language aware diffs on your PRs. Review changes intuitively, identify refactors & align relevant code changes easily",code-quality,https://github.com/marketplace/difflens,2025-10-22T05:41:39.331193
tickgit,tickgit helps you manage TODO items in your codebase,code-quality,https://github.com/marketplace/tickgit,2025-10-22T05:41:39.500734
RuboCop Auto Fixer,"Opens PRs against your code, based on ruby community standards",code-quality,https://github.com/marketplace/rubocop-auto-fixer,2025-10-22T05:41:39.815468
Enterprise Github DLP,"AI powered enterprise ready cloud data discovery, data classification and data loss prevention platform",code-quality,https://github.com/marketplace/gamma-data-leak-prevention,2025-10-22T05:41:39.987914
momentum.sh,momentum is a code behaviour auditor that scans your server-side code and tells you what can go wrong and how to test for it,code-quality,https://github.com/marketplace/momentum-sh,2025-10-22T05:41:40.157695
codefair.io,Codefair is your personal assistant when it comes to making your research software reusable,code-quality,https://github.com/marketplace/codefair-app,2025-10-22T05:41:40.325776
Watermelon for VS Code,A code archeology toolbox on VS Code,code-quality,https://github.com/marketplace/watermelon-for-vs-code,2025-10-22T05:41:40.498991
Watnwy,Connect your Watnwy Tech radar with your codebase,code-quality,https://github.com/marketplace/watnwy,2025-10-22T05:41:40.654984
RepoProfiler,Get context for your pull requests,code-quality,https://github.com/marketplace/repoprofiler,2025-10-22T05:41:40.741305
Spampr,"A probot app to try label spammy pull requests, mainly focused towards reducing hacktoberfest spam PRs",code-quality,https://github.com/marketplace/spampr,2025-10-22T05:41:40.919856
Catana TODO management,"The simplest way to manage developer annotations (TODO, FIXME...)",code-quality,https://github.com/marketplace/catana-todo-management,2025-10-22T05:41:41.197538
JSON Linter,Automatic check of JSON files on GitHub,code-quality,https://github.com/marketplace/json-linter,2025-10-22T05:41:41.368127
Code Genius Testing | React,Our app creates unit tests at the PR (Pull Request) time,code-quality,https://github.com/marketplace/code-genius-code-coverage,2025-10-22T05:41:41.547902
Toodle.dev,Stop hitting snooze on todo comments track them as Github issues instead,code-quality,https://github.com/marketplace/toodle-dev,2025-10-22T05:41:43.093467
Zscaler IaC Scan,Zscaler IaC scan App for GitHub enables developers to identify security misconfigurations in their Infrastructure-as-Code,code-quality,https://github.com/marketplace/zscaler-iac-scan,2025-10-22T05:41:43.207109
QConnect App,Quality-aware developers' activity and productivity dashboard,code-quality,https://github.com/marketplace/qconnect-app,2025-10-22T05:41:43.373067
Sidekick – Code Analysis,Your ally in the quest for clean code,code-quality,https://github.com/marketplace/sidekick-code-analysis,2025-10-22T05:41:43.546278
Revelo Team Analytics,"Your tech team's key metrics, unleashed. 100% free",code-quality,https://github.com/marketplace/revelo-team-analytics,2025-10-22T05:41:43.725688
Factotum by Rebecker,"Gather immersive intelligence from complex, highly dimensional data with the power of XR across devices",code-quality,https://github.com/marketplace/factotum-by-rebecker,2025-10-22T05:41:43.998266
RazrooBot,Official Razroo Github Bot,code-quality,https://github.com/marketplace/razroobot,2025-10-22T05:41:44.364328
Daisytuner,Catch performance bugs before they catch you,code-quality,https://github.com/marketplace/daisytuner,2025-10-22T05:41:44.889763
Branchboard,Collaborative diagramming documentation for developers,code-quality,https://github.com/marketplace/branchboard,2025-10-22T05:41:45.217084
Golang Code Scanner,Automated vulnerability Scanner,code-quality,https://github.com/marketplace/golang-code-scanner,2025-10-22T05:41:45.509957
StructuredBot,"StructuredBot automates dbt reviews, aligning metrics and improving code quality for consistent, reliable business insights",code-quality,https://github.com/marketplace/structuredbot,2025-10-22T05:41:45.687400
CoverPulse,Increase code coverage awareness. Lower production bugs,code-quality,https://github.com/marketplace/coverpulse,2025-10-22T05:41:45.978938
Codety Official,"Comprehensive static code analysis solutions for identifying issues in source code, support 20+ programming languages",code-quality,https://github.com/marketplace/codety-official,2025-10-22T05:41:46.157076
Buildkite Test Analytics,Real-time test tracking,code-quality,https://github.com/marketplace/buildkite-test-analytics,2025-10-22T05:41:47.743864
schemata-app,"Beyond Validation, to Data Collaboration",code-quality,https://github.com/marketplace/schemata-app,2025-10-22T05:41:47.847076
Todo PR Checker,Checks Pull Request changes for TODO style action items and reports them in a comment with embedded code snippets,code-quality,https://github.com/marketplace/todo-pr-checker,2025-10-22T05:41:47.950942
buildnote-auth,Seamless documentation for your software delivery pipelines,code-quality,https://github.com/marketplace/buildnote-auth,2025-10-22T05:41:48.122783
Commit Karma,Commit Karma calculates a users Pull Request to Code Review ratio and adds a PR Check noting the users Commit Karma rating,code-quality,https://github.com/marketplace/commit-karma,2025-10-22T05:41:48.296361
Review My Code,AI-powered code review tool that enhances code quality and security to ensure safe development practices,code-quality,https://github.com/marketplace/raiden-safecodecore,2025-10-22T05:41:48.471617
revive-code-bot,This bot is an automated tool designed to help maintain repositories,code-quality,https://github.com/marketplace/revive-code-bot,2025-10-22T05:41:48.821144
FlakyTest.dev,Improve the reliability of your tests,code-quality,https://github.com/marketplace/flakytest-dev,2025-10-22T05:41:48.928476
Veritum-AI,"AI-powered insights into code quality, complexity, and team performance from your GitHub PRs",code-quality,https://github.com/marketplace/veritum-ai,2025-10-22T05:41:49.079762
buildnote,Seamless documentation for your software delivery pipelines,code-quality,https://github.com/marketplace/buildnote,2025-10-22T05:41:49.263609
CyBench Explorer,Code and API Benchmark Platform for Developers and Performance Engineers,code-quality,https://github.com/marketplace/cybench-explorer,2025-10-22T05:41:49.503307
Testkit Labs,Supercharge your testing with codeless testing for your web applications,code-quality,https://github.com/marketplace/testkit-labs,2025-10-22T05:41:49.650372
BootGen,Starter Project Generator for ASP.NET 5 & Vue 3,code-quality,https://github.com/marketplace/bootgen,2025-10-22T05:41:49.828336
Catwalk Code Creator,Catwalk is an opinionated MDD (Model Driven Design) code generator,code-quality,https://github.com/marketplace/catwalk-code-creator,2025-10-22T05:41:50.006741
gitpod.io,"Always ready to code - Spin up fresh cloud development environments for each task, fully automated, in seconds",code-review,https://github.com/marketplace/gitpod-io,2025-10-22T05:41:52.665902
Asana App for GitHub,The GitHub for Asana integration makes it easy to sync the status of work between technical and non-technical teams,code-review,https://github.com/marketplace/asana-app-for-github,2025-10-22T05:41:53.404735
Graphite.dev,Code review for fast moving teams,code-review,https://github.com/marketplace/graphite-dev,2025-10-22T05:41:53.501475
Review Notebook App,Code Review & Collaboration for Jupyter Notebooks,code-review,https://github.com/marketplace/review-notebook-app,2025-10-22T05:41:54.146020
WIP,DO NOT MERGE – as a service,code-review,https://github.com/marketplace/wip,2025-10-22T05:41:54.314414
Mergify,Pull requests automation service. Merge your pull requests faster with automatic merges and a merge queue,code-review,https://github.com/marketplace/mergify,2025-10-22T05:41:54.648845
AccessLint,Find accessibility issues in your pull requests,code-review,https://github.com/marketplace/accesslint,2025-10-22T05:41:55.123381
Hound,Automated code reviews,code-review,https://github.com/marketplace/hound,2025-10-22T05:41:56.801326
Pull Assistant,Pull Assistant analyses pull requests and provides the optimal way to perform code reviews,code-review,https://github.com/marketplace/pull-assistant,2025-10-22T05:41:57.605602
PullRequest,Expert On-Demand Code Review as a Service,code-review,https://github.com/marketplace/pullrequest,2025-10-22T05:41:57.778981
GitClear,Review PRs up to 40% faster. Pinpoint highest tech debt directories. Most engineer-friendly Developer Analytic velocity stats,code-review,https://github.com/marketplace/gitclear,2025-10-22T05:41:57.857758
Aviator,Automates merge workflows for Github,code-review,https://github.com/marketplace/mergequeue,2025-10-22T05:41:58.159282
gitStream by LinearB,gitStream automates how code gets merged from the individual to the main branch with a clear set of repo-level rules,code-review,https://github.com/marketplace/gitstream-by-linearb,2025-10-22T05:41:58.500997
Task list completed,PR check to make sure all tasklists / tick boxes are checked in the PR body,code-review,https://github.com/marketplace/task-list-completed,2025-10-22T05:41:58.959053
Datadog,Connect your GitHub Account to Datadog to enable source code-related features and collect advanced telemetry. (US1 only),code-review,https://github.com/marketplace/datadog,2025-10-22T05:41:59.125349
PullNotifier for Slack,The most efficient pull request notifications for Slack. Notify slack without getting spammed with notifications,code-review,https://github.com/marketplace/manta-pr-slack-notifier,2025-10-22T05:41:59.619474
Veracode Workflow App,Automate scans at scale by using our Veracode app to orchestrate scans across your entire portfolio,code-review,https://github.com/marketplace/veracode-workflow-app,2025-10-22T05:41:59.787592
Notebook Reviews Done Right,Review tool for Jupyter Notebooks,code-review,https://github.com/marketplace/gitnotebooks,2025-10-22T05:42:01.574334
Pull Checklist,Enforce Engineering Standards at Scale,code-review,https://github.com/marketplace/pull-checklist,2025-10-22T05:42:01.680636
PullApprove v3,Code review assignment and custom workflows for teams,code-review,https://github.com/marketplace/pullapprove,2025-10-22T05:42:01.854269
Clayton for GitHub,Your complete Salesforce code reviewer,code-review,https://github.com/marketplace/clayton-for-github,2025-10-22T05:42:02.032770
Bunnyshell,"Bunnyshell automates production-like environments for each pull request, enhancing testing and feedback efficiency for devs",code-review,https://github.com/marketplace/bunnyshell,2025-10-22T05:42:02.220750
ODIN,Audit your smart contract files automatically within a blink,code-review,https://github.com/marketplace/sooho-odin,2025-10-22T05:42:02.846925
GitView,"Git analytics. Alternative to GitPrime, Pluralsight Flow, Code Climate Velocity, Waydev, Git Prime, LinearB, Gitclear",code-review,https://github.com/marketplace/gitview-insights,2025-10-22T05:42:03.153361
DryRun Security,Spot risky code changes before they merge. Scale your AppSec program's impact with real-time insights,code-review,https://github.com/marketplace/dryrun-security-app,2025-10-22T05:42:03.325639
Commit Graph,"See all of your branches and tags at once! Similar to ""git log --graph --date-order --all""",code-review,https://github.com/marketplace/commit-graph-by-mergebase,2025-10-22T05:42:03.630506
Enlightn for Laravel,"Scan Laravel app pull requests for security flaws, performance issues and code smells",code-review,https://github.com/marketplace/enlightn-for-laravel,2025-10-22T05:42:03.751413
revuers,Peer code review tool for programming courses,code-review,https://github.com/marketplace/revuers,2025-10-22T05:42:03.903762
Sturdy Devtools,Real-time code collaboration for teams,code-review,https://github.com/marketplace/sturdy-devtools,2025-10-22T05:42:04.395226
Naming Conventions Bot,"Automatically validates pull requests, branches and commit messages in your Github repositories",code-review,https://github.com/marketplace/naming-conventions-bot,2025-10-22T05:42:05.884848
Apiiro Application Security Platform,"Proactively fix open source, Infra-as-Code & API vulnerabilities, secrets, PII exposure & architecture drift",code-review,https://github.com/marketplace/apiiro-application-security-platform,2025-10-22T05:42:06.063679
CodeKickBot,Pull Request reminders for Slack,code-review,https://github.com/marketplace/pull-metrics,2025-10-22T05:42:06.245778
Viezly,Visualize file dependencies and split big code changes,code-review,https://github.com/marketplace/viezly,2025-10-22T05:42:06.423682
Softagram,Speed up pull request reviews with Softagram analysis. Clear visualization of the change and its impact on your codebase,code-review,https://github.com/marketplace/softagram,2025-10-22T05:42:06.602993
DepChecker Bot,Find and fix npm dependency issues during code reviews,code-review,https://github.com/marketplace/depchecker-bot,2025-10-22T05:42:07.132398
Recurse ML,Find bugs that tests and static analysers miss,code-review,https://github.com/marketplace/recurse-ml,2025-10-22T05:42:07.829134
AppMap,Runtime Code Review,code-review,https://github.com/marketplace/get-appmap,2025-10-22T05:42:08.066711
Pull Request Checklist Buddy,"Automate task checklists or default tasks for pull requests. Configuration is simple, file-based, and low-maintenance",code-review,https://github.com/marketplace/pull-request-checklist-buddy,2025-10-22T05:42:08.245914
Kaizen Bot,Find all bugs and fix them using kaizen,code-review,https://github.com/marketplace/kaizen-bot,2025-10-22T05:42:08.423963
Dpulls,Mark a pull request as depending on another,code-review,https://github.com/marketplace/dpulls,2025-10-22T05:42:08.607202
In Solidarity,Add inclusive language status checks and annotations,code-review,https://github.com/marketplace/in-solidarity,2025-10-22T05:42:08.782412
PRLint Reloaded,Validate PR titles and other metadata using regular expressions,code-review,https://github.com/marketplace/prlintreloaded,2025-10-22T05:42:08.902274
Pullwalla,Stay on top of pull requests with Pullwalla - your unified pull request manager,code-review,https://github.com/marketplace/pullwalla,2025-10-22T05:42:10.993681
MergEase,"Improved diff tool! Makes manual code reviews faster, displays moved code blocks and highlights only the real code changes",code-review,https://github.com/marketplace/mergease,2025-10-22T05:42:11.168375
Vizipi,See whats missing from you Pullrequest and who's the most knowledgeable reviewer,code-review,https://github.com/marketplace/vizipi,2025-10-22T05:42:11.344355
StarChart Labs | Chronicler,Enforce change log updates in pull requests,code-review,https://github.com/marketplace/starchart-labs-chronicler,2025-10-22T05:42:11.529746
Mokuren for GitHub,Open GitHub Issues in the sidebar,code-review,https://github.com/marketplace/mokuren-for-github,2025-10-22T05:42:11.890911
Contour Documentation,Contour makes it easy for developers to write documentation that always stays up to date,code-review,https://github.com/marketplace/contour-documentation,2025-10-22T05:42:12.733349
Allstacks Analytics,Allstacks Analytics Platform helps you build software better,code-review,https://github.com/marketplace/allstacks-analytics,2025-10-22T05:42:12.840364
Automate Branch Rules,Bulk update the branch protection rules for 1 or all repositories across the organizations in one go,code-review,https://github.com/marketplace/automate-branch-rules,2025-10-22T05:42:13.433236
Globalyzer i18n Express,Globalyzer is used by many global technology companies to find and fix i18n issues before localization and testing,code-review,https://github.com/marketplace/globalyzer-express,2025-10-22T05:42:13.602295
"sbom.sh - Easy creating, vuln scanning and sharing of SBOMs.",sbom.sh - Simplify SBOM Management and sharing incl. vuln-scanning with GitHub Actions,code-review,https://github.com/marketplace/sbom-sh-easy-creating-vuln-scanning-and-sharing-of-sboms,2025-10-22T05:42:15.405231
Precaution,Find and fix potential security vulnerabilities in your code,code-review,https://github.com/marketplace/precaution,2025-10-22T05:42:15.591498
Loom GIF Previews,Automatically expands Loom URLs into animated GIF previews in Pull Request and Issue bodies,code-review,https://github.com/marketplace/loom-gif-previews,2025-10-22T05:42:16.169142
